1559571015519,241.0,SITTING
1559571015703,241.0,SITTING
1559571015872,241.0,SITTING
1559571016053,241.0,SITTING
1559571016233,241.0,SITTING
1559571016414,243.0,SITTING
1559571016594,243.0,SITTING
1559571016773,243.0,SITTING
1559571016958,243.0,SITTING
1559571017133,243.0,SITTING
1559571017318,264.0,SITTING
1559571017492,238.0,SITTING
1559571017681,237.0,SITTING
1559571017853,229.0,SITTING
1559571018034,228.0,SITTING
1559571018215,226.0,SITTING
1559571018401,228.0,SITTING
1559571018575,228.0,SITTING
1559571018754,228.0,SITTING
1559571018937,229.0,SITTING
1559571019123,229.0,SITTING
1559571019294,230.0,SITTING
1559571019475,231.0,SITTING
1559571019654,231.0,SITTING
1559571019834,231.0,SITTING
1559571020015,231.0,SITTING
1559571020194,231.0,SITTING
1559571020374,231.0,SITTING
1559571020557,234.0,SITTING
1559571020736,234.0,SITTING
1559571020916,236.0,SITTING
1559571021094,236.0,SITTING
1559571021274,236.0,SITTING
1559571021457,234.0,SITTING
1559571021634,234.0,SITTING
1559571021816,234.0,SITTING
1559571021994,236.0,SITTING
1559571022176,236.0,SITTING
1559571022357,236.0,SITTING
1559571022538,236.0,SITTING
1559571022722,236.0,SITTING
1559571022898,238.0,SITTING
1559571023075,238.0,SITTING
1559571023257,238.0,SITTING
1559571023436,236.0,SITTING
1559571023620,236.0,SITTING
1559571023805,236.0,SITTING
1559571023978,236.0,SITTING
1559571024159,236.0,SITTING
1559571024337,236.0,SITTING
1559571024521,236.0,SITTING
1559571024697,236.0,SITTING
1559571024877,239.0,SITTING
1559571025057,239.0,SITTING
1559571025241,239.0,SITTING
1559571025421,239.0,SITTING
1559571025597,241.0,SITTING
1559571025778,241.0,SITTING
1559571025961,241.0,SITTING
1559571026141,246.0,SITTING
1559571026318,246.0,SITTING
1559571026499,248.0,SITTING
1559571026678,253.0,SITTING
1559571026856,250.0,SITTING
1559571027039,253.0,SITTING
1559571027218,253.0,SITTING
1559571027400,252.0,SITTING
1559571027576,250.0,SITTING
