1559571015519,0.56744313,4.601796,8.391933,SITTING
1559571015519,0.56744313,4.601796,8.391933,SITTING
1559571015548,0.56744313,4.601796,8.391933,SITTING
1559571015552,0.2849187,4.5084195,8.609812,SITTING
1559571015571,0.48124924,4.556305,8.624178,SITTING
1559571015594,0.5794145,4.580248,8.837268,SITTING
1559571015612,0.4836435,4.6041903,8.865999,SITTING
1559571015633,0.43815228,4.558699,8.784595,SITTING
1559571015653,0.48124924,4.558699,8.55235,SITTING
1559571015672,0.4860378,4.4892654,8.746285,SITTING
1559571015704,0.42378664,4.4749,8.705584,SITTING
1559571015714,0.38068968,4.5347567,8.554744,SITTING
1559571015738,0.44054657,4.573065,8.614601,SITTING
1559571015752,0.4644893,4.6113734,8.628966,SITTING
1559571015773,0.5123748,4.5515165,8.779806,SITTING
1559571015794,0.44294083,4.4892654,8.976136,SITTING
1559571015813,0.37350687,4.517997,8.73192,SITTING
1559571015833,0.45491222,4.573065,8.557138,SITTING
1559571015853,0.4740664,4.6065845,8.356019,SITTING
1559571015872,0.46927786,4.532362,8.430242,SITTING
1559571015902,0.42618093,4.5491223,8.7822,SITTING
1559571015912,0.4166038,4.5443335,8.719949,SITTING
1559571015936,0.4644893,4.558699,8.722343,SITTING
1559571015953,0.4764607,4.5419393,8.760652,SITTING
1559571015973,0.44533512,4.5467277,8.61939,SITTING
1559571015995,0.4836435,4.5251794,8.545167,SITTING
1559571016014,0.42378664,4.517997,8.686429,SITTING
1559571016034,0.38068968,4.5108137,8.657698,SITTING
1559571016053,0.46209505,4.522785,8.736709,SITTING
1559571016074,0.46209505,4.5419393,8.679246,SITTING
1559571016093,0.45970076,4.5251794,8.664881,SITTING
1559571016114,0.40223816,4.494054,8.696006,SITTING
1559571016136,0.3974496,4.4892654,8.650515,SITTING
1559571016152,0.41420954,4.532362,8.672064,SITTING
1559571016173,0.43575802,4.556305,8.593052,SITTING
1559571016194,0.43815228,4.5347567,8.76544,SITTING
1559571016215,0.40463245,4.5108137,8.707977,SITTING
1559571016233,0.43815228,4.5084195,8.614601,SITTING
1559571016254,0.3902668,4.5060253,8.722343,SITTING
1559571016273,0.39505535,4.5251794,8.655303,SITTING
1559571016296,0.42139238,4.494054,8.669669,SITTING
1559571016315,0.43575802,4.494054,8.650515,SITTING
1559571016336,0.4189981,4.529968,8.638543,SITTING
1559571016353,0.38547826,4.513208,8.686429,SITTING
1559571016373,0.40223816,4.5060253,8.707977,SITTING
1559571016395,0.37590113,4.5108137,8.667274,SITTING
1559571016414,0.38547826,4.5012364,8.684034,SITTING
1559571016435,0.42378664,4.5275736,8.648121,SITTING
1559571016453,0.4070267,4.539545,8.616995,SITTING
1559571016473,0.43096948,4.470111,8.76544,SITTING
1559571016495,0.41420954,4.4844766,8.717555,SITTING
1559571016517,0.42139238,4.515602,8.578687,SITTING
1559571016536,0.42378664,4.5084195,8.705584,SITTING
1559571016554,0.4070267,4.5012364,8.667274,SITTING
1559571016573,0.44294083,4.4749,8.703189,SITTING
1559571016594,0.38787252,4.4485626,8.758257,SITTING
1559571016618,0.35674694,4.470111,8.686429,SITTING
1559571016633,0.3998439,4.4749,8.56911,SITTING
1559571016653,0.39505535,4.4988422,8.648121,SITTING
1559571016680,0.39505535,4.4725056,8.746285,SITTING
1559571016694,0.42139238,4.5012364,8.684034,SITTING
1559571016720,0.409421,4.4725056,8.662486,SITTING
1559571016736,0.339987,4.496448,8.693612,SITTING
1559571016753,0.35914123,4.479688,8.712766,SITTING
1559571016773,0.3902668,4.460534,8.5882635,SITTING
1559571016794,0.49082634,4.477294,8.614601,SITTING
1559571016815,0.44772938,4.4844766,8.729526,SITTING
1559571016833,0.36632404,4.494054,8.7534685,SITTING
1559571016855,0.38068968,4.479688,8.696006,SITTING
1559571016876,0.35435268,4.4820824,8.73192,SITTING
1559571016921,0.38787252,4.4485626,8.763046,SITTING
1559571016921,0.38547826,4.4222255,8.736709,SITTING
1559571016934,0.4285752,4.4294086,8.621783,SITTING
1559571016958,0.38787252,4.4844766,8.583475,SITTING
1559571016973,0.36871833,4.5012364,8.590658,SITTING
1559571016993,0.36871833,4.4749,8.60263,SITTING
1559571017015,0.2849187,4.4653225,8.705584,SITTING
1559571017034,0.36632404,4.450957,8.825297,SITTING
1559571017053,0.4189981,4.4126487,8.652909,SITTING
1559571017074,0.41181526,4.450957,8.889942,SITTING
1559571017095,0.5363176,4.4916596,8.760652,SITTING
1559571017116,0.4668836,4.4318027,8.775017,SITTING
1559571017139,0.05027977,4.4844766,8.822903,SITTING
1559571017154,0.076616794,4.333637,8.846846,SITTING
1559571017173,0.4166038,4.2642035,8.559532,SITTING
1559571017195,0.54350036,4.479688,8.358414,SITTING
1559571017216,0.11013664,4.635316,8.406299,SITTING
1559571017233,-0.37590113,3.7518287,8.356019,SITTING
1559571017253,-0.6656084,4.11097,9.593859,SITTING
1559571017274,-0.61293435,3.8236568,10.546781,SITTING
1559571017293,-0.48124924,3.5435266,9.287392,SITTING
1559571017318,1.3312168,3.407053,10.0200405,SITTING
1559571017335,0.55307746,2.7079248,8.166871,SITTING
1559571017353,0.2753416,2.9497466,9.450203,SITTING
1559571017373,-0.24421602,3.7350688,9.850046,SITTING
1559571017404,-0.5147691,4.35758,9.205987,SITTING
1559571017414,2.935381,4.702356,8.545167,SITTING
1559571017433,-0.17717634,5.36557,7.49408,SITTING
1559571017454,-0.9816527,6.074275,8.25546,SITTING
1559571017473,-0.20111908,4.7143273,7.802942,SITTING
1559571017493,0.18435916,4.0582957,8.133351,SITTING
1559571017517,-0.17957062,4.398283,8.703189,SITTING
1559571017537,-0.07422252,4.747847,8.791777,SITTING
1559571017560,0.1699935,4.6664414,8.846846,SITTING
1559571017573,-0.21069619,4.68799,9.016839,SITTING
1559571017591,-0.18914771,4.35758,9.826104,SITTING
1559571017615,-0.14126222,4.5467277,9.488511,SITTING
1559571017633,-0.105348095,4.580248,8.813326,SITTING
1559571017653,-0.047885496,4.556305,8.114198,SITTING
1559571017681,0.045491222,4.443774,7.920261,SITTING
1559571017693,0.13647367,4.565882,7.877164,SITTING
1559571017725,0.11013664,4.539545,8.351231,SITTING
1559571017738,0.076616794,4.678413,8.942616,SITTING
1559571017762,0.17238778,4.5946136,8.990502,SITTING
1559571017773,0.052674048,4.7358756,8.894731,SITTING
1559571017792,0.19633053,4.6664414,8.542772,SITTING
1559571017814,0.12929083,4.575459,8.356019,SITTING
1559571017833,0.045491222,4.5970078,8.514041,SITTING
1559571017852,0.038308397,4.5515165,8.399116,SITTING
1559571017873,0.045491222,4.5706706,8.4781275,SITTING
1559571017892,0.045491222,4.7358756,8.628966,SITTING
1559571017913,0.035914123,4.80531,8.58587,SITTING
