1559571015552,1.9030011,7.2889614,6.2785273,SITTING
1559571015571,1.8940309,7.2522917,6.323546,SITTING
1559571015594,1.8741978,7.1943493,6.3952293,SITTING
1559571015612,1.84242,7.127112,6.4791956,SITTING
1559571015633,1.8045633,7.0574193,6.5655646,SITTING
1559571015653,1.764454,6.9868674,6.6513634,SITTING
1559571015672,1.6408587,6.7659903,6.906466,SITTING
1559571015704,1.4535848,6.4224825,7.266987,SITTING
1559571015715,1.2879481,6.121568,7.5523434,SITTING
1559571015735,1.1441752,5.8633733,7.7770214,SITTING
1559571015753,1.0318292,5.6594615,7.9420495,SITTING
1559571015773,0.9502974,5.5060368,8.059207,SITTING
1559571015794,0.888193,5.3814287,8.149948,SITTING
1559571015814,0.8334074,5.2792473,8.222246,SITTING
1559571015833,0.7896606,5.2028437,8.275096,SITTING
1559571015853,0.7543641,5.144276,8.314909,SITTING
1559571015872,0.72623587,5.095205,8.347564,SITTING
1559571015902,0.7029421,5.0489106,8.377631,SITTING
1559571015913,0.6817725,5.0056133,8.405318,SITTING
1559571015936,0.6637226,4.9690423,8.42843,SITTING
1559571015953,0.64767057,4.9364967,8.448779,SITTING
1559571015971,0.6318284,4.90954,8.465668,SITTING
1559571015994,0.6205444,4.8868327,8.4796295,SITTING
1559571016014,0.6083518,4.864004,8.493628,SITTING
1559571016033,0.5950417,4.8405886,8.507934,SITTING
1559571016053,0.5854976,4.81971,8.520442,SITTING
1559571016074,0.57698125,4.8023734,8.530807,SITTING
1559571016093,0.56859076,4.7881107,8.539382,SITTING
1559571016114,0.5611827,4.77406,8.547736,SITTING
1559571016135,0.5528496,4.760095,8.55606,SITTING
1559571016153,0.5450018,4.747955,8.563309,SITTING
1559571016173,0.5376175,4.736637,8.570041,SITTING
1559571016194,0.5306041,4.7250094,8.576892,SITTING
1559571016216,0.5249952,4.712576,8.584077,SITTING
1559571016233,0.51950336,4.7028956,8.589717,SITTING
1559571016254,0.51498485,4.694706,8.594468,SITTING
1559571016273,0.5089302,4.68648,8.5993185,SITTING
1559571016296,0.50412923,4.6780677,8.60418,SITTING
1559571016315,0.50008726,4.669438,8.609101,SITTING
1559571016335,0.49555576,4.661641,8.613586,SITTING
1559571016353,0.49060327,4.6549625,8.61748,SITTING
1559571016375,0.4854982,4.648265,8.621384,SITTING
1559571016395,0.48098174,4.6417327,8.625156,SITTING
1559571016414,0.47739205,4.6364655,8.62819,SITTING
1559571016435,0.47384253,4.631628,8.6309805,SITTING
1559571016453,0.46910295,4.626932,8.633759,SITTING
1559571016473,0.46512657,4.6200886,8.637637,SITTING
1559571016495,0.46106064,4.6130686,8.641607,SITTING
1559571016517,0.45799175,4.6095057,8.643671,SITTING
1559571016535,0.45680985,4.6052327,8.64601,SITTING
1559571016554,0.45440045,4.5998025,8.649027,SITTING
1559571016573,0.4521838,4.594212,8.652117,SITTING
1559571016594,0.4494744,4.5887365,8.655161,SITTING
1559571016618,0.4445805,4.585536,8.657109,SITTING
1559571016633,0.44105816,4.5839605,8.658126,SITTING
1559571016653,0.43967766,4.5809817,8.659771,SITTING
1559571016680,0.4377154,4.57641,8.662287,SITTING
1559571016694,0.43477836,4.5723214,8.664596,SITTING
1559571016720,0.43205023,4.569437,8.666253,SITTING
1559571016735,0.4279073,4.5663314,8.668094,SITTING
1559571016753,0.4246135,4.562961,8.670031,SITTING
1559571016773,0.42247358,4.5602136,8.671581,SITTING
1559571016794,0.42314842,4.557699,8.672871,SITTING
1559571016815,0.42362744,4.5536404,8.674979,SITTING
1559571016833,0.42060736,4.54927,8.677418,SITTING
1559571016855,0.41859236,4.5458603,8.679301,SITTING
1559571016874,0.4154681,4.543268,8.680809,SITTING
1559571016921,0.41226533,4.540238,8.682548,SITTING
1559571016921,0.41110697,4.53892,8.683292,SITTING
1559571016937,0.4098381,4.539425,8.683087,SITTING
1559571016958,0.40699807,4.5403957,8.6827135,SITTING
1559571016973,0.40298387,4.5405207,8.682835,SITTING
1559571016993,0.39828008,4.5357313,8.6855545,SITTING
1559571017015,0.39115885,4.527754,8.690039,SITTING
1559571017034,0.38437575,4.520483,8.694126,SITTING
1559571017053,0.3836923,4.5168657,8.696035,SITTING
1559571017074,0.38137323,4.5132136,8.698036,SITTING
1559571017095,0.37734586,4.5045905,8.70268,SITTING
1559571017115,0.36446095,4.4936595,8.7088785,SITTING
1559571017138,0.3411309,4.477477,8.718152,SITTING
1559571017154,0.32239714,4.4593334,8.728159,SITTING
1559571017173,0.32311377,4.443446,8.736233,SITTING
1559571017195,0.32445276,4.426895,8.744581,SITTING
1559571017216,0.2727116,4.396534,8.761647,SITTING
