1559571110127,1.0,LYING
1559571110546,1.0,LYING
1559571110888,1.0,LYING
1559571111328,1.0,LYING
1559571151550,1.0,LYING
1559571158258,1.0,JUMPING
1559571158555,1.0,JUMPING
1559571171134,1.0,JUMPING
1559571171749,1.0,JUMPING
1559571172120,1.0,JUMPING
1559571172449,1.0,JUMPING
1559571180112,1.0,WALKING
1559571180751,1.0,WALKING
1559571181352,1.0,WALKING
1559571181911,1.0,WALKING
1559571182531,1.0,WALKING
1559571183132,1.0,WALKING
1559571183791,1.0,WALKING
1559571184371,1.0,WALKING
1559571184954,1.0,WALKING
1559571185553,1.0,WALKING
1559571186150,1.0,WALKING
1559571186752,1.0,WALKING
1559571187350,1.0,WALKING
1559571187951,1.0,WALKING
1559571188571,1.0,WALKING
1559571189232,1.0,WALKING
1559571189716,1.0,WALKING
1559571190316,1.0,WALKING
1559571190636,1.0,WALKING
1559571201519,1.0,WALKING
1559571202080,1.0,WALKING
1559571203318,1.0,WALKING
1559571203859,1.0,WALKING
1559571204179,1.0,WALKING
1559571204942,1.0,WALKING
1559571205484,1.0,WALKING
1559571206044,1.0,WALKING
1559571206344,1.0,WALKING
1559571207144,1.0,WALKING
1559571207404,1.0,WALKING
1559571208784,1.0,WALKING
1559571209404,1.0,WALKING
1559571209964,1.0,WALKING
1559571210505,1.0,WALKING
1559571211045,1.0,WALKING
1559571211586,1.0,WALKING
1559571212147,1.0,WALKING
1559571212468,1.0,WALKING
1559571213566,1.0,WALKING
1559571214347,1.0,WALKING
1559571214908,1.0,WALKING
1559571215446,1.0,WALKING
1559571216008,1.0,WALKING
1559571216568,1.0,WALKING
1559571216887,1.0,WALKING
1559571217687,1.0,WALKING
1559571218007,1.0,WALKING
1559571218767,1.0,WALKING
1559571219309,1.0,WALKING
1559571219867,1.0,WALKING
1559571220164,1.0,WALKING
1559571220947,1.0,WALKING
1559571221507,1.0,WALKING
1559571222069,1.0,WALKING
1559571222387,1.0,WALKING
1559571223167,1.0,WALKING
1559571229256,1.0,WALKING
1559571229777,1.0,WALKING
1559571230341,1.0,WALKING
1559571230641,1.0,WALKING
1559571231422,1.0,WALKING
1559571231979,1.0,WALKING
1559571232540,1.0,WALKING
1559571233081,1.0,WALKING
1559571233622,1.0,WALKING
1559571234178,1.0,WALKING
1559571234743,1.0,WALKING
1559571235042,1.0,WALKING
1559571235822,1.0,WALKING
1559571236342,1.0,WALKING
1559571236900,1.0,WALKING
1559571237202,1.0,WALKING
1559571237981,1.0,WALKING
1559571238300,1.0,WALKING
1559571239082,1.0,WALKING
1559571241235,1.0,WALKING
1559571242020,1.0,WALKING
1559571242557,1.0,WALKING
1559571243080,1.0,WALKING
1559571243643,1.0,WALKING
1559571244158,1.0,WALKING
1559571244541,1.0,WALKING
1559571245380,1.0,WALKING
1559571245962,1.0,WALKING
1559571246502,1.0,WALKING
1559571247064,1.0,WALKING
1559571247603,1.0,WALKING
1559571248282,1.0,WALKING
1559571248764,1.0,WALKING
1559571249364,1.0,WALKING
1559571249944,1.0,WALKING
1559571250781,1.0,WALKING
1559571262071,1.0,SITTING
1559571262389,1.0,SITTING
1559571262933,1.0,SITTING
